UserId,ConditionId,ConditionName,Condition,TZ,TimeStart,TimeEnd,TimeElapsed,t1age,t1Company,t1own_edu,t1own_edu_Index,t1parental_edu,t1parental_edu_Index,t1PlaceOfWork,t1PlaceOfWork_Index,t1sex,t1sex_Index,t1BigFive1,t1BigFive2,t1BigFive3,t1BigFive4,t1BigFive5,t1BigFive6,t1BigFive7,t1BigFive8,t1BigFive9,t1BigFive10,t1BMPN1,t1BMPN2,t1BMPN3,t1BMPN4,t1BMPN5,t1BMPN6,t1BMPN7,t1BMPN8,t1BMPN9,t1BMPN10,t1BMPN11,t1BMPN12,t1BMPN13,t1BMPN14,t1BMPN15,t1BMPN16,t1BMPN17,t1BMPN18,t1CHIPS1,t1CHIPS2,t1CHIPS3,t1CHIPS4,t1CHIPS5,t1CHIPS6,t1CHIPS7,t1CHIPS8,t1CHIPS9,t1CHIPS10,t1CHIPS11,t1CHIPS12,t1CHIPS13,t1CHIPS14,t1CHIPS15,t1CHIPS16,t1CHIPS17,t1CHIPS18,t1CHIPS19,t1CHIPS20,t1CHIPS21,t1CHIPS22,t1CHIPS23,t1CHIPS24,t1CHIPS25,t1CHIPS26,t1CHIPS27,t1CHIPS28,t1CHIPS29,t1CHIPS30,t1CHIPS31,t1CHIPS32,t1CHIPS33,t1Elevation1,t1Elevation2,t1Guilt,t1Elevation4,t1Elevation5,t1Indebted,t1Elevation7,t1Elevation8,t1Elevation9,t1Elevation10,t1Empowerment1,t1Empowerment2,t1Empowerment3,t1Empowerment4,t1Empowerment5,t1Empowerment6,t1Empowerment7,t1Empowerment8,t1Empowerment9,t1Empowerment10,t1Empowerment11,t1Empowerment12,t1GQ_state1,t1GQ_state2,t1GQ_state3,t1GQ_state4,t1GQ_state5,t1GQ_state6,t1GQ_trait1,t1GQ_trait2,t1GQ_trait3,t1GQ_trait4,t1GQ_trait5,t1GQ_trait6,t1Humility1,t1Humility2,t1Humility3,t1Humility4,t1Humility5,t1Humility6,t1Intended_effort1,t1Intended_effort2,t1JPS1,t1JPS2,t1JPS3,t1JPS4,t1JPS5,t1JPS6,t1JPS7,t1JPS8,t1JPS9,t1NA1,t1NA2,t1NA3,t1NA4,t1NA5,t1NA6,t1NA7,t1NA8,t1NA9,t1NA10,t1OCB1,t1OCB2,t1OCB3,t1OCB4,t1OJS1,t1OJS2,t1OJS3,t1SHS1,t1SHS2,t1SHS3,t1SHS4,t1SWL1,t1SWL2,t1SWL3,t1SWL4,t1SWL5,t1Motiv_eff_control1,t1Motiv_eff_work1,t1Motiv_eff_work2,t1Motiv_eff_work3,t1Motiv_eff_work4,t1Motiv_eff_control2,t1Motiv_eff_control3,t1Motiv_eff_control4,t1Motiv_eff_health1,t1Motiv_eff_health2,t1Motiv_eff_health3,t1Motiv_eff_health4,t1Motiv_eff_kind1,t1Motiv_eff_kind2,t1Motiv_eff_kind3,t1Motiv_eff_kind4,t1Motiv_eff1,t1Motiv_eff2,t1Motiv_eff3,t1Motiv_eff4,t1Imotiv,t1StateAffect,t1StateSatis,t1weekly_affect,t1weekly_satis,t1Trigger_grat_kind,t1Trigger_control,t1Trigger_grat_health,t1Trigger_grat_work,complete
"4,467",193,Condition 1,Health,"Paris, Madrid",2/27/14 16:16,4/16/14 11:34,"68,838",34,APRIL MOTO,Université,2,Lun de mes parents ou les deux ont un diplôme universitaire,3,Autres,2,Femme,0,2,2,2,7,6,5,7,1,2,2,4,2,3,3,3,1,5,5,4,5,4,5,1,1,4,5,4,5,4,0,4,0,1,0,0,2,0,0,0,0,4,0,0,0,2,0,2,0,0,0,3,0,1,1,4,0,0,0,4,0,0,4,7,1,4,4,5,5,7,4,5,7,7,4,4,6,7,4,4,7,7,4,4,2,2,2,2,2,3,4,4,4,7,1,1,7,7,1,7,5,1,6,6,7,5,6,7,7,7,4,2,2,7,3,3,2,2,1,1,1,3,1,5,7,4,4,7,1,7,4,4,4,4,3,5,5,7,1,,,,,,,,,4,4,4,1,,,,,4,4,4,1,3.25,3,2,0,5,,,,,0
"4,468",193,Condition 1,Health,"Paris, Madrid",2/27/14 16:24,4/14/14 14:59,"66,155",29,april mon assurance,Troisième cycle,4,Aucun de mes parents na n’a eu son baccalauréat,0,Autres,2,Femme,0,7,3,7,7,3,2,7,1,3,5,5,1,5,3,5,1,3,1,1,1,5,1,3,5,3,3,3,1,2,1,2,3,1,1,1,1,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,7,7,7,1,1,1,7,7,7,1,7,7,7,3,7,7,7,3,7,7,7,3,7,6,7,7,7,7,5,3,7,5,5,5,7,7,4,7,7,7,7,7,1,6,6,6,6,3,2,4,3,5,5,5,4,5,1,5,5,7,1,5,3,3,3,7,1,7,7,7,7,1,2,2,2,3,,,,,,,,,,7,7,7,7,,,,,7,7,7,7,7,-8,-8,-9,-9,,,,,0
"4,469",194,Condition 2,Work,"Paris, Madrid",2/27/14 21:05,4/2/14 8:33,"48,207",27,April,Études supérieures,3,Aucun de mes parents na n’a eu son baccalauréat,0,Siège social,0,Femme,0,6,2,6,7,4,5,7,2,4,5,3,2,3,2,3,5,2,4,1,5,3,5,3,2,3,4,2,3,3,4,3,4,0,1,1,4,3,1,0,3,3,3,0,0,0,1,0,2,2,3,0,0,2,0,0,4,0,3,0,0,0,4,2,5,3,3,5,3,5,5,4,2,7,7,4,5,6,3,5,4,7,6,4,4,3,3,3,2,3,4,2,4,4,2,3,2,6,7,4,6,5,6,5,4,4,4,5,5,4,6,5,5,4,1,1,2,1,1,3,1,1,2,6,6,6,4,4,4,5,4,5,5,3,5,3,7,6,3,,4,5,5,4,,,,,,,,,,,,4,5,5,4,4.5,-3,-3,1,4,,,,,0
"4,472",200,Condition 4,Kindness,"Paris, Madrid",2/28/14 8:09,2/28/14 8:48,39,25,LOREAL,Études supérieures,3,Lun de mes parents ou les deux ont suivi des études supérieurs (post bac),2,Usine,1,Homme,1,6,2,4,1,4,2,7,6,6,6,4,5,3,4,3,5,4,3,4,5,3,4,3,4,4,3,4,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,4,3,6,5,5,1,3,7,5,6,7,2,5,6,6,4,2,6,5,4,3,6,5,6,7,,6,7,3,6,7,,6,3,6,7,4,7,6,6,6,5,5,4,5,,7,4,5,2,1,1,1,1,1,2,1,1,1,4,6,6,2,4,5,2,7,5,5,5,7,6,7,6,7,6,,,,,,,,,,,,,6,6,5,5,6,6,5,5,5.5,6,6,4,7,"Mon amour,

La patience dont tu as fait preuve au cours de nos discussions concernant le divorce de tes parents, alors même que cela te touchait particulièrement et te faisait beaucoup de peine, ma fait un grand bien et poyur cela je te suis reconaissant. Si elle na pas changé mon avis sur le fond de la question (à savoir le principe même du divorce), elle ma beaucoup rassuré pour notre avenir et ma permis de voir à quel poibnt tu as été forte depuis ce moment dont tu as souffzert. Elle a renforcé mon idée que les enfants ne sont en rien responsables ou coupables des choix de leurs parents, et ma fait (partiellement) changé davis sur un point : aupravant, jétais persuadé quune personne qui a souffert du divorce de ses parents en sortirait particulièrement atteinte moralement et du coup lacherai beaucoup de choses qui me sont chères. Cest exactement le contraire que tu as choisi.
Encore merci pour ta patience et pour tout ce que tu mapporte.

Amicalement",,,,1
"4,473",195,Condition 3,Control,"Paris, Madrid",2/28/14 10:10,3/12/14 13:13,"17,462",45,April mon assurance,Lycée,1,Aucun de mes parents na n’a eu son baccalauréat,0,Autres,2,Homme,1,7,3,7,5,7,1,7,3,2,1,4,5,5,2,4,4,4,3,4,5,4,5,4,3,5,4,4,3,2,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,,0,1,1,1,1,1,1,1,1,1,1,1,6,7,7,6,6,6,6,5,6,6,6,5,6,5,7,6,6,6,7,7,7,4,4,4,7,6,6,2,2,6,7,7,5,6,6,6,6,3,3,5,4,1,1,1,1,1,1,1,1,1,1,7,7,7,7,6,2,6,6,6,7,7,6,6,6,7,5,6,,,,,6,5,6,,,,,,,,,6,6,5,6,5.75,6,6,4,5,,"Durant la semaine passée, j ai fait beaucoup de prospection et relance client a fin de developper mon chiffre,
la prospection a ete faire sur des vendeur de bateaux pour presenter nos produits d assurance.
les relances ont ete faire sur des devis fait les semaines passées.
J ai egalement participé a deux journees de formations sur des nouveaux produits.",,,1
"4,474",194,Condition 2,Work,"Paris, Madrid",2/28/14 12:39,3/26/14 10:20,"37,301",46,Terre d Entreprises,Troisième cycle,4,Aucun de mes parents na n’a eu son baccalauréat,0,Siège social,0,Femme,0,7,6,7,7,6,6,7,6,6,2,5,3,5,2,5,2,3,3,3,4,4,3,3,2,4,2,4,4,0,0,3,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,1,7,7,1,7,7,2,5,1,7,6,5,5,5,5,6,5,5,4,5,5,5,5,5,5,7,4,4,7,7,4,7,3,3,7,3,7,7,4,6,7,4,6,4,3,5,6,5,6,2,4,4,4,2,4,3,4,1,1,1,4,1,6,7,6,6,5,2,7,5,6,7,4,6,7,6,7,6,,5,5,6,5,,,,,,,,,,,,5,5,6,5,5.25,6,9,0,1,,,,"Cher Jean Claude,

Tu as su me faire confiance de façon inconditionnelle lorsque tu mas proposée de me former au métier de formatrice, je suis devenue ta première collaboratrice au sein de lUniversité APRIL, jai beaucoup appris grâce à toi. Je ne connaissais rien au métier tu mas dit ""tout sapprend à condition de travailler"" ""si tu es motivée tu peux tout faire"" tu as un potentiel incroyable tu vas y arriver ! il avait raison jai surmonté beaucoup dobstacles grâce à son regard toujours bienveillant.  A présent jai 10 ans de métier toujours dans la formation où je fais aussi de lingénierie de laccompagnement individuel je vais aussi suivre une formation pour être coach. Tu as su etre patient et me bousculer pour affronter mes peurs, merci ! 
amicalement 
EDL",1
"4,475",193,Condition 1,Health,"Paris, Madrid",2/28/14 13:27,4/14/14 18:54,"65,127",44,APRIL MARINE,Université,2,Lun de mes parents ou les deux ont ont eu leur baccalauréat,1,Siège social,0,Homme,1,6,2,6,3,6,5,7,6,6,2,5,5,5,5,2,5,5,2,5,5,5,5,4,5,5,5,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4,5,7,6,6,6,6,6,6,5,6,6,6,4,4,4,4,4,6,4,4,4,4,3,6,2,5,7,7,4,4,6,6,6,4,6,7,7,1,6,7,7,1,1,1,1,1,1,1,1,1,1,6,6,5,6,6,1,5,5,6,5,7,6,6,6,5,5,,,,,,,,,6,6,4,4,,,,,6,6,4,4,5,6,6,7,1,,,"Trés cher ami,
Partager ce moment fort où nous avons pu, en pleine nature, randonner et apprécier les choses simples, telles que cuisiner, discuter, échanger et refaire le monde.
Ce fut bef, mais oh combien agréable et revitalisant : les batteries sont rechargées.
Amicalement.",,1
"4,476",200,Condition 4,Kindness,"Paris, Madrid",2/28/14 14:14,4/16/14 7:23,"67,268",32,april,Troisième cycle,4,Lun de mes parents ou les deux ont suivi des études supérieurs (post bac),2,Siège social,0,Femme,0,6,5,6,6,7,6,6,5,6,3,5,5,5,,,5,4,5,4,1,3,2,2,1,3,2,2,2,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,4,6,4,6,6,5,7,7,7,7,3,5,6,2,2,5,6,1,2,5,5,1,7,7,7,7,6,7,6,7,7,7,7,7,4,6,6,6,7,7,2,6,5,7,6,6,6,1,7,7,7,3,2,1,3,1,2,2,2,2,4,6,6,5,4,5,3,5,6,4,7,1,6,6,6,6,2,,,,,,,,,,,,,6,6,6,6,6,6,6,6,6,0,5,-4,-3,"Chers Parents, 

Merci",,,,1
"4,477",193,Condition 1,Health,"Paris, Madrid",2/28/14 14:40,4/14/14 6:21,"64,301",38,APRIL,Études supérieures,3,Lun de mes parents ou les deux ont suivi des études supérieurs (post bac),2,Siège social,0,Femme,0,5,2,7,5,6,6,7,1,7,6,4,4,5,4,4,3,3,4,3,4,4,3,4,4,4,4,3,2,1,1,2,1,0,2,0,1,0,0,0,0,0,2,1,2,2,0,0,2,2,2,0,0,0,1,0,4,0,0,0,0,0,6,5,2,6,7,6,5,6,7,6,7,6,7,7,7,5,6,6,7,6,7,6,6,6,7,6,6,7,5,4,7,6,4,7,6,6,4,4,6,6,5,5,5,6,5,5,5,2,3,2,1,3,1,1,1,1,3,2,1,2,5,6,3,4,4,6,6,6,6,6,5,7,6,7,6,5,6,,,,,,,,,6,6,4,6,,,,,6,6,4,6,5.5,7,7,4,8,,,"Chère Edith,

Un grand merci renouvelé après ce séminaire que nous avons passé ensemble.
Il restera un moment fort pour moi car durant ces deux jours, courte échelle de temps en soi, vous mavez permis de me poser dans une réflexion que je narrivais pas à mener depuis des années.
Vous avez su me faire accepter des principes auxquels je pense régulièrement tels que : 
- la loyauté envers son employeur nest pas remise en cause parce quon sautorise à réfléchir à des projets de vie à plus long terme...,
- oser se confier sur des projets de vie structurants à des proches car ce sont des enjeux à partager,
- sortir du rationnel pour écouter ses émotions et intuitions.
Jespère que nous aurons loccasion den reparler et partager un autre séminaire ensemble.
Bien amicalement",,1
"4,478",200,Condition 4,Kindness,"Paris, Madrid",2/28/14 15:30,4/18/14 15:17,"70,547",45,april entreprise immobilier,Troisième cycle,4,Aucun de mes parents na n’a eu son baccalauréat,0,Siège social,0,Femme,0,7,5,7,5,5,4,7,6,7,6,5,3,5,3,4,4,4,4,3,4,4,4,5,2,4,3,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,6,3,6,6,7,7,6,4,7,7,7,7,7,7,6,6,7,7,7,7,7,6,5,6,5,7,6,6,4,2,4,6,6,3,6,7,6,7,6,1,6,6,5,5,5,6,6,5,5,5,4,1,1,1,1,4,3,1,1,2,7,7,7,7,6,1,7,7,6,7,7,6,6,6,6,6,,,,,,,,,,,,,7,6,6,6,7,6,6,6,6.25,4,6,7,6,,,,,0
"4,479",194,Condition 2,Work,"Paris, Madrid",2/28/14 16:14,4/4/14 14:39,"50,305",43,APRIL,Études supérieures,3,Lun de mes parents ou les deux ont suivi des études supérieurs (post bac),2,Siège social,0,Femme,0,6,1,7,2,6,7,7,1,7,1,4,5,5,5,4,,5,5,,5,5,5,5,5,5,3,4,5,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,6,5,1,6,7,4,5,5,7,7,7,7,6,6,7,6,6,6,7,6,6,6,7,6,7,4,4,6,7,6,7,5,3,5,7,6,7,7,6,7,2,6,7,3,5,6,6,5,7,7,7,1,1,1,1,1,1,1,1,1,4,5,6,3,6,7,1,7,6,6,6,6,7,7,7,6,6,,6,6,6,5,,,,,,,,,,,,6,6,6,5,5.75,8,8,8,9,,,,"Chère Françoise,
Le souvenir de notre première rencontre est extrêmement présent pour moi. Cest aussi ce jour-là, quà la suite de notre entretien, tu mas accordé ta confiance pour faire partie de ton équipe. Grâce à toi, jai acquis de nouvelles connaissances et compétences dans un domaine auquel je ny connaissais absolument rien. Cest aussi toi qui ma poussé à faire de la formation, ma encouragé et qui ma ainsi fait découvrir ce métier qui est aujoudhui le mien et dans lequel je mépanouis depuis tant dannées.
Tes paroles, ton humour, ta présence ni trop ni trop peu mont encouragé à me dépasser, à apprendre, à réussir.
Lorsque lon se croise parfois, je pourrais te dire tout cela mais je nose pas. Voilà ce que je ressens au plus profond de toi.
Merci Françoise.
Amicalement",1
"4,480",195,Condition 3,Control,"Paris, Madrid",3/2/14 13:01,3/12/14 18:43,"14,741",37,APRIL MARINE,Université,2,Aucun de mes parents na n’a eu son baccalauréat,0,Siège social,0,Homme,1,3,3,7,3,6,3,6,1,6,3,3,5,3,5,3,2,4,4,2,5,4,3,4,1,4,3,4,3,3,2,2,0,0,0,0,3,1,1,0,0,1,0,0,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,4,1,4,4,5,5,3,5,6,6,7,7,7,5,7,7,7,5,7,6,6,4,3,5,4,3,4,5,3,6,4,2,3,4,5,7,7,6,6,5,5,6,5,7,7,7,6,6,6,6,1,1,1,1,1,1,1,1,1,2,5,6,6,5,6,1,7,6,6,6,6,5,3,5,5,3,6,,,,,6,6,6,,,,,,,,,6,6,6,6,6,3,7,4,5,,"MISE EN PLACE DE NOUVAUX PROCESS
VERIFICATION / CONTROLE / STATS
POSE DUNE CUISINE
NOMBRESUSE HEURES PASSEES AU TRAVAIL",,,1
"4,481",195,Condition 3,Control,"Paris, Madrid",3/2/14 22:18,3/31/14 17:27,"41,468",41,APRIL,Université,2,Lun de mes parents ou les deux ont suivi des études supérieurs (post bac),2,Siège social,0,Femme,0,7,5,7,6,6,2,7,1,5,4,5,3,5,3,4,5,4,4,4,5,4,4,3,1,4,4,2,2,1,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,4,3,0,0,0,0,0,7,2,3,4,2,1,7,7,2,3,6,6,6,4,3,6,6,3,6,6,5,2,4,3,3,2,5,7,4,3,5,4,5,4,4,5,7,4,5,4,6,6,5,4,6,7,7,3,1,5,5,6,5,5,4,3,1,2,1,2,1,7,7,7,7,3,5,3,5,5,5,7,6,6,6,6,5,4,,,,,7,5,5,,,,,,,,,4,7,5,5,5.25,-2,-1,2,0,,"Situation très tendue : départ prochain dun de mes 2 chefs mais sans officialisation
Chaque cas à traiter doit lêtre en se demandant quelles vont être les conséquences
Mise en attente de certaines tâches pour ne pas engendrer de problème 
Investissement dans de nouvelles tâches afin doccuper mon emploi du temps mais sans laisser planner de doutes ou de questions
Accompagnement de certains de mes collègues (mis au courant récemment) pour les aider à envisager leur avenir
Aide directe pour mon chef afin de lui assurer un départ le plus serein possible
Me positionner pour lavenir, afin dobtenir de nouvelles missions épanouissantes et de faire preuve de ma volonté et de mon enthousisme",,,1
"4,483",193,Condition 1,Health,"Paris, Madrid",3/3/14 9:14,4/2/14 14:19,"43,505",32,April,Études supérieures,3,Lun de mes parents ou les deux ont un diplôme universitaire,3,Siège social,0,Femme,0,5,7,6,7,7,2,6,5,2,2,3,2,4,4,4,5,2,4,1,5,2,5,3,5,3,,2,3,0,0,1,4,0,0,3,4,4,3,0,0,4,3,0,0,0,0,0,3,3,4,4,0,3,0,0,0,0,0,0,0,4,5,4,4,,,4,1,1,6,2,7,7,3,2,7,5,2,2,6,6,1,2,5,4,7,4,7,6,5,4,6,3,3,7,2,7,6,4,6,,4,5,4,,,3,1,2,1,1,1,3,1,4,2,1,3,1,1,2,3,4,4,4,4,2,6,1,5,4,3,4,2,6,4,5,4,,,,,,,,,5,7,4,5,,,,,5,7,4,5,5.25,-3,-3,-2,-6,,,"Chère maman, 

je maperçois aujourdhui de combien je te suis reconnaissante de mavoir inculquée de bonnes habitutes alimentaires. Lalimentation est pour moi le premier axe par lequel je prends soin de ma santé et qui maide à me sentir bien dans mon corps. 

A priori, manger équilibré peut être perçu comme une contrainte, mais ca savère rapidement être une évidence, qui permet de se sentir mieux. 

Toujours tu mas invitée à manger varié et équilibré, avec le souci de prendre plaisir pendant les repas. La règle : une protéine, un légume, un fruit. Pas de ""cochonneries"" : exit le nutella et les bonbons qui ne me font même plus envie. 

Grâce à ce régime, je me régale, et jai trouvé un poids déquilibre dans lequel je me sens bien. 

Je sais que la nutrition tas toujours tenue à coeur, et que tu as essayer de linculquer à Mamie et Tata. Je considère quavec moi, cest mission accomplie !

Bisous,
Marine",,1
"4,485",194,Condition 2,Work,"Paris, Madrid",3/3/14 9:54,3/28/14 9:18,"35,963",35,APRIL,Études supérieures,3,Aucun de mes parents na n’a eu son baccalauréat,0,Autres,2,Homme,1,4,1,7,1,7,7,5,1,7,6,5,3,5,5,3,5,4,5,4,5,4,5,4,5,5,2,3,5,2,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,7,7,7,4,4,7,6,7,4,7,7,4,1,1,1,1,1,1,4,4,4,3,4,5,7,7,7,7,1,1,4,4,7,7,7,7,7,5,1,1,1,,,,,,,,,,,5,7,7,7,5,1,6,6,6,5,2,2,2,2,2,2,,7,7,7,7,,,,,,,,,,,,7,7,7,7,7,5.31,-0.84,6.93,6.41,,,,,0
"4,486",193,Condition 1,Health,"Paris, Madrid",3/3/14 12:57,3/24/14 11:05,"30,128",31,APRIL MOTO,Université,2,Aucun de mes parents na n’a eu son baccalauréat,0,Siège social,0,Femme,0,7,1,7,1,7,5,7,2,7,2,4,5,4,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,3,4,5,5,4,7,7,7,7,7,7,7,7,7,7,6,7,7,2,1,6,1,5,4,4,3,3,2,7,4,7,7,7,7,7,7,4,7,6,4,6,6,6,6,6,6,6,1,1,1,1,1,2,1,1,1,2,6,6,6,6,7,1,7,7,6,7,7,6,6,7,6,6,,,,,,,,,5,5,4,4,,,,,5,5,4,4,4.5,9,9,9,9,,,"Maman, 

Toute mon enfance tu mas encouragé à manger sainement à faire du sport. Pour prendre soin de moi et garder la forme. Aujourdhui je fais attention mais comme tu le sais jaime les exces et jadore profiter de la vie. Epicurienne, je veux profiter de la vie.
Je te promets mais tu le sais deja, de continuer à faire des efforts pour rester en forme, et prendre soin de moi.
Bisou",,1
"4,487",200,Condition 4,Kindness,Europe de l’Ouest,3/3/14 12:59,4/16/14 15:36,"63,517",36,APRIL MOTO,Études supérieures,3,Lun de mes parents ou les deux ont ont eu leur baccalauréat,1,Autres,2,Femme,0,6,1,7,6,5,5,5,1,3,5,2,4,3,5,2,2,3,5,2,5,3,3,3,5,4,3,3,5,4,2,3,0,4,0,4,1,1,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,6,6,1,5,4,3,4,5,7,5,7,5,5,5,7,5,5,5,7,5,4,5,2,2,3,3,3,4,4,4,4,4,5,4,7,7,7,7,7,1,5,5,6,7,7,5,6,5,5,4,5,5,1,1,1,1,1,1,1,1,1,3,5,6,5,7,1,6,6,4,4,7,3,3,5,6,3,,,,,,,,,,,,,6,7,7,7,6,7,7,7,6.75,5,5,7,6,"Chère société THELEM ASSURANCE,

Il y a maintenant 10 ans je me faisais licencier du poste que joccupais dans un hôtel car jétais enceinte de 3 mois. Jai traversé une période extrêment difficille et je me suis retrouvée sans emploi donc sans aucune considération professionnelle avec un enfant. Sans travail je me sentais bonne à rien malgré lenfant que javais.
Après un an de recherches infructueuses vous  mavez donné ma chance et grâce à vous jai repris confirance en mes capacités .

Aujourdhui jai réussi à évoluer dans le monde des assurances, monde qui nétait pas du tout le mien au début grâce à la chance que vous mavez donné.",,,,1
"4,496",194,Condition 2,Work,"Paris, Madrid",3/4/14 8:25,3/20/14 10:20,"23,155",33,APRIL MOTO,Lycée,1,Aucun de mes parents na n’a eu son baccalauréat,0,Siège social,0,Femme,0,7,1,,6,7,2,7,1,7,2,5,5,5,5,4,1,3,5,1,5,3,5,5,3,5,5,5,5,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,2,1,4,7,4,2,3,7,7,7,7,7,4,7,7,7,4,7,7,7,2,3,2,2,2,6,5,1,1,2,1,6,1,5,6,7,3,6,1,4,4,7,6,7,7,7,7,5,2,2,1,1,1,1,1,1,1,1,1,1,7,6,7,7,7,1,5,7,7,6,7,6,5,6,6,2,,7,7,5,6,,,,,,,,,,,,7,7,5,6,6.25,-2,1,5,3,,,,"Mon chéri,

Toi mon pillier dans ma vie depuis tant dannées qui ma toujours soutenu et encouragé dans tous mes choix bon oupas. En toi jai trouvé un équilibre qui fait que jaime ma vie et que je suis bien. Nous avons reussi à constriuire notre famille pour laquelle nous n ousbaterons toujours et qui fait partie de nos valeurs. Merci detre là avec moi tous les jours.",1
"4,498",195,Condition 3,Control,"Paris, Madrid",3/4/14 9:08,4/23/14 6:12,"71,823",55,DEMB maison du café France,N’a eu son baccalauréat,0,Aucun de mes parents na n’a eu son baccalauréat,0,Usine,1,Homme,1,5,5,4,4,6,2,5,1,5,2,4,5,3,4,3,3,4,4,4,4,3,4,5,4,4,5,3,2,0,0,0,0,0,0,0,1,1,1,0,4,3,2,4,1,0,2,1,2,1,2,1,2,3,3,0,0,0,0,0,0,2,1,1,1,4,4,1,4,1,,,3,5,6,4,3,5,6,5,3,5,5,5,4,3,5,1,5,7,4,3,5,2,4,3,7,7,4,7,5,7,4,4,5,5,5,5,5,5,4,4,4,1,2,1,1,1,1,1,1,1,1,5,5,6,5,4,4,4,5,5,6,4,4,6,6,4,6,5,,,,,5,5,5,,,,,,,,,5,5,5,5,5,2,3,2,3,,"Je reviens de 3 jours de Week end où tout cest bien passé,les 4 jours précédents jai fait ce quil fallait pour ne pas avoir de problème dans mon travail.
les 8 prochaines minutes vont me permettre de prendre un café et organiser le reste de ma matiné.",,,1
"4,499",195,Condition 3,Control,"Paris, Madrid",3/4/14 12:29,3/11/14 12:34,"10,084",25,APRIL MARINE,Études supérieures,3,Lun de mes parents ou les deux ont ont eu leur baccalauréat,1,Siège social,0,Femme,0,6,2,6,5,7,2,7,2,3,4,5,4,4,4,5,2,3,2,3,4,4,2,3,2,3,2,2,2,1,2,0,0,0,1,1,3,2,2,3,0,4,2,0,0,2,0,2,3,0,2,0,0,2,2,1,2,3,0,0,0,0,1,4,1,1,1,5,5,5,3,3,5,6,6,5,5,6,5,4,6,5,5,4,7,5,7,7,5,7,7,4,7,7,3,7,4,6,5,7,7,6,6,5,5,5,5,5,6,6,5,4,5,4,1,2,2,1,1,2,1,1,4,6,6,5,4,6,2,6,5,5,6,7,4,5,4,6,3,7,,,,,7,5,5,,,,,,,,,7,7,5,5,6,3,2,2,0,,Organisation des taches et du temps travail pour ne pas être submerger,,,1
"4,500",193,Condition 1,Health,"Paris, Madrid",3/4/14 12:46,3/24/14 10:24,"28,658",41,APRIL,Études supérieures,3,Lun de mes parents ou les deux ont un diplôme universitaire,3,Siège social,0,Femme,0,7,1,7,6,6,3,7,1,6,1,5,5,5,5,2,5,3,5,3,5,4,5,2,2,1,3,4,5,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,4,0,0,1,6,2,1,6,7,1,2,6,6,6,6,7,7,5,5,6,6,5,5,7,5,4,6,6,7,6,6,7,5,4,5,6,4,6,2,5,7,4,6,2,3,5,6,6,1,6,6,5,4,5,4,2,1,1,1,1,1,1,1,1,1,6,5,4,4,6,1,7,7,7,7,2,7,7,7,7,7,,,,,,,,,6,6,5,5,,,,,6,6,5,5,5.5,7,10,7,8,,,"Il mest difficile de me projeter sur une personne en particulier qui ces dernières années, ma permis daméliorer ma santé pour mener une vie plus saine. Je pense à mon époux, à ma mère, à mes amis proches qui chacun à leur manière, à différents moments de ma vie, mont incitée à  faire du sport (course à pied, natation), à manger plus équilibré, à prendre une tisane ou manger des noix pour mieux dormir, à faire des cures de magnésium, à prendre soin de moi pour ne pas être trop angoissée...
Je suis reconnaissante à tous ceux qui me sont chers pour lattention et les conseils quils ont su me porter au cours des années passées, et je suis fière de moi davoir su les mettre à profit.",,1
